ID,Voting_Intention,EUREF_Int,EUREF_SQUEEZE,EUREF_likely,Optimism,Immigration,political_attention,Newspaper_Often,Newspaper_Read,TV_News,SOAPS_Eastenders,SOAPS_CoronationStreet,SOAPS_Hollyoaks,SOAPS_Emmerdale,PhoneResponse_Landline,PhoneResponse_Mobile,voted2015,pastvote_2015,Age,house_tenure,work_stat,work_type,gender,GOR,supermarket,Age_Gender,socialgrade_single,socialgrade_matrix,education_age,profile_education_level,pvbyregion_w8,bpcagegeneduc_w8,Socgrade_matrix_w8,threeway_attention_w8,respdate,W8
642,1,1,9,10,3,1,4,2,99,1,2,2,2,2,3,3,1,1,53,2,1,7,1,1,2,3,2,5,2,8,1,4,4,2,4/29/2016,1.09557609876341
643,8,3,1,8,1,3,8,1,4,1,2,2,2,2,5,4,1,3,33,4,5,3,1,1,21,2,1,3,6,17,3,5,2,2,5/6/2016,.895334395425029
644,9,1,9,8,4,2,8,1,6,7,2,2,2,2,5,2,2, ,31,4,2,7,1,2,1,2,2,5,4,11,12,6,4,2,5/11/2016,1.18831092130593
645,9,3,3,6,4,4,7,3,99,3,2,1,2,2,2,1,99, ,25,7,3,9,2,1,2,6,2,4,5,11,6,15,3,2,5/11/2016,.939727472682335
646,2,1,9,11,2,1,10,1,4,1,2,2,2,2,2,2,1,2,24,4,1,1,1,2,22,1,1,2,5,16,8,8,1,3,5/8/2016,.963819388848401
647,1,3,3,8,3,2,2,2,99,1,1,2,2,1,1,2,1,1,25,2,1,3,2,1,21,6,1,4,3,16,1,14,3,1,5/8/2016,1.4174870441038
648,8,4,9,1,1,3,1,2,99,7,2,2,2,2,1,4,1,7,50,2,2,4,1,3,1,3,2,2,2,9,17,4,1,1,5/10/2016,.75285838246276
649,9,2,9,11,3,2,7,2,99,1,1,2,2,2,2,3,1,1,39,4,4,3,2,1,1,6,1,4,4,9,1,16,3,2,5/8/2016,1.06440688806122
650,4,2,9,11,1,2,6,2,99,1,2,1,1,1,3,4,1,2,54,4, ,3,1,4,22,3,1,6,2,9,20,4,4,2,5/5/2016,.962814719641963
651,9,2,9,11,1,2,1,2,99,7,2,2,2,2,4,1,1,1,30,8,1,7,1,1,22,2,2,4,2,5,1,7,3,1,4/30/2016,1.55808858911904
652,3,3,2,11,3,2,7,1,1,1,2,2,2,1,1,1,1,3,71,1,6,1,2,4,21,8,1,6,2,17,21,10,4,2,5/10/2016,.854085897983538
653,2,1,9,11,1,3,9,1,9,1,1,2,2,2,2,3,1,2,40,2,1,2,2,4,21,6,1,3,5,16,20,14,2,3,5/11/2016,.840229662528357
654,9,4,9,6,4,4,6,3,99,7,2,2,2,2,6,6,1,2,33,8, ,9,1,3,99,2,2,5,3,11,14,6,4,2,5/9/2016,1.05772457644531
655,4,2,9,11,1,2,8,1,13,1,2,2,2,2,2,4,1,6,56,1,6,3,1,1,2,3,1,3,4,16,4,2,2,2,5/10/2016,1.0029867863016
656,1,1,9,11,3,3,2,2,99,3,2,2,2,2,3,3,1,1,34,4,2,6,2,1,21,6,2,1,5,15,1,15,1,1,5/2/2016,1.22641699460028
657,1,2,9,11,1,2,9,1,18,1,2,2,2,2,5,2,1,1,47,4,1,3,1,1,21,2,1,3,2,18,1,6,2,3,5/11/2016,.95524575377379
658,2,1,9,11,2,3,10,1,8,1,2,2,2,2,2,4,2, ,37,2,1,1,1,2,22,2,1,1,4,15,12,6,1,3,5/1/2016,1.07477874553336
659,8,2,9,11,1,2,3,2,99,3,2,1,2,1,3,4,2, ,71,2,6,5,1,4,16,4,2,3,3,18,24,1,2,1,4/30/2016,1.00468752170565
660,4,2,9,11,1,2,6,2,99,3,2,2,2,2,1,2,1,6,59,1,2,7,2,1,2,7,2,4,1,8,4,13,3,2,5/11/2016,1.16439413901941
661,8,3,3,3,3,4,2,2,99,1,2,2,2,2,2,4,2, ,42,3,1,6,1,1,21,2,2,4,3,5,6,7,3,1,4/30/2016,1.33510152392464
662,3,1,9,11,4,3,4,2,99,1,2,2,2,2,3,4,1,3,32,2,1,1,2,1,1,6,1,3,5,17,3,14,2,2,5/2/2016,.845359940266484
663,3,2,9,11,1,2,7,2,99,1,2,2,2,2,5,4,1,7,37,4,2,3,2,5,16,6,1,4,3,4,29,16,3,2,4/30/2016,.931427499013844
664,1,2,9,11,2,2,8,2,99,1,2,1,2,1,4,1,1,1,31,2,2,3,2,4,1,6,1,2,5,5,19,16,1,2,5/3/2016,.906566500126858
665,1,2,9,6,1,3,5,2,99,5,2,2,2,2,5,2,1,1,23,2,1,3,2,2,16,5,1,2,2,11,7,18,1,2,5/10/2016,1.21705949107118
666,4,2,9,11,1,2,11,1,12,5,2,2,2,2,1,2,1,6,65,1,1,3,2,1,2,8,1,2,2,4,4,10,1,3,5/4/2016,.857288453137131
667,9,2,9,11,1,2,1,2,99,7,1,1,1,2,2,4,2, ,67,4,6,3,2,2,21,8,1,3,1,1,12,10,2,1,5/8/2016,1.16659609071449
668,4,2,9,10,3,2,8,2,99,1,2,2,2,2,2,4,1,6,40,7,4,6,1,3,1,2,2,4,5,6,16,6,3,2,5/6/2016,.99735829069901
669,5,1,9,11,3,1,9,1,16,1,2,2,2,2,4,4,1,4,38,2,1,3,1,5,22,2,1,2,5,16,28,5,1,3,5/1/2016,1.0716366135474
670,2,1,9,11,3,3,7,2,99,1,2,2,2,2,3,3,1,1,45,2,4,8,2,4,21,6,2,3,1,9,19,16,2,2,5/1/2016,.876742880412035
671,9,4,9,10,3,3,2,2,99,7,2,2,2,2,6,6,1,2,27,7,1,3,2,3,2,6,1,1,3,11,14,15,1,1,5/7/2016,1.18783796385817
672,2,1,9,11,1,1,9,1,4,1,2,2,2,2,4,2,1,2,31,4,1,2,1,2,21,2,1,2,5,17,8,5,1,3,5/6/2016,.988380872291118
673,8,2,9,3,1,2,4,2,99,5,2,2,2,2,3,5,2, ,48,2,1,8,1,4,2,2,2,3,2,6,24,6,2,2,5/1/2016,.888055294821621
674,4,2,9,11,1,2,9,2,99,1,1,1,2,1,3,3,1,6,71,6,6,8,2,3,1,8,2,6,1,1,16,10,4,3,5/3/2016,.819257036746417
675,1,3,2,11,3,3,8,1,7,1,2,2,2,2,3,4,1,1,52,2,1,4,2,1,22,7,2,5,3,9,1,13,4,2,5/11/2016,1.13115750687167
676,2,2,9,11,1,2,7,1,12,3,2,2,2,2,2,3,1,2,44,6,4,7,1,4,16,2,2,6,2,9,20,7,4,2,5/4/2016,1.05586767969328
677,4,2,9,11,1,2,8,1,1,6,2,2,2,2,5,3,1,6,49,2,1,3,2,3,21,6,1,3,2,4,16,16,2,2,5/11/2016,.810687476145802
678,9,2,9,10,1,2,8,1,7,7,2,2,1,2,2,2,1,2,44,7,4,1,2,3,21,6,1,3,2,9,14,16,2,2,5/2/2016,.892073903329645
679,1,2,9,11,3,2,8,2,99,1,2,1,2,1,2,4,1,1,59,2,1,2,1,2,2,3,1,2,1,20,7,3,1,2,5/4/2016,1.05973979917655
680,9,2,9,11,1,2,6,1,8,1,2,2,2,2,3,3,1,2,46,5,4,3,2,2,21,6,1,4,2,9,8,16,3,2,5/4/2016,1.00476187407373
681,3,1,9,11,1,3,8,1,18,1,2,2,2,2,2,4,2, ,68,1,6,6,1,1,2,4,2,4,1,1,6,1,3,2,5/6/2016,.878892647355836
682,9,1,9,11,1,3,2,2,99,7,2,2,2,2,3,5,2, ,62,1,6,8,1,4,2,3,2,5,1,6,24,3,4,1,5/4/2016,1.27784082716717
683,4,2,9,11,1,3,11,1,8,1,2,2,2,2,2,3,1,6,69,1,1,6,1,1,21,4,2,4,2,1,4,1,3,3,4/29/2016,.991347932280999
684,3,2,9,11,1,2,8,1,8,7,2,2,2,2,5,4,1,6,69,5,2,2,1,4,2,4,1,1,5,16,22,1,1,2,5/11/2016,.826801333955739
685,2,1,9,11,2,1,9,1,18,1,2,2,2,2,2,2,1,2,53,2,2,1,1,4,22,3,1,1,5,17,20,2,1,3,5/5/2016,.895021192590465
686,9,1,9,9,3,3,6,2,99,1,2,2,2,2,2,2,1,2,56,4, ,8,1,6,95,3,2,5,5,11,31,3,4,2,5/7/2016,1.06733008284588
687,2,1,9,11,1,3,8,2,99,1,2,2,2,2,2,4,1,2,31,2,1,1,2,2,21,6,1,2,5,17,8,14,1,2,5/11/2016,.957897984927607
688,1,2,9,11,1,3,8,1,7,1,2,2,2,2,2,2,2, ,75,1,6,6,1,1,2,4,2,4,2,1,6,1,3,2,5/2/2016,.878892647355836
689,8,3,4,1,1,3,1,2,99,7,2,2,2,2,5,3,2, ,23,4, ,9,2,3,22,5,2,4,6,6,18,18,3,1,4/29/2016,1.59131179341765
690,1,1,9,10,3,1,8,2,99,1,2,2,2,2,2,2,1,1,73,1,6,2,1,1,21,4,1,1,1,1,1,1,1,2,5/10/2016,.917730620626423
691,1,1,9,9,2,3,9,1,13,1,2,2,2,2,3,4,1,1,44,2,1,1,1,1,24,2,1,1,5,16,1,5,1,3,5/5/2016,1.04705347171387
692,2,1,9,11,1,1,8,2,99,7,2,2,2,2,3,3,1,2,59,2,2,7,2,2,95,7,2,2,3,11,8,12,1,2,4/29/2016,1.02060208644457
693,8,2,9,8,1,2,8,1,7,3,1,1,2,1,2,4,2, ,51,2,1,3,2,2,95,7,1,3,3,9,12,13,2,2,5/8/2016,1.10509524753157
694,2,1,9,11,1,3,6,2,99,7,2,2,2,2,4,2,1,3,30,4,1,2,2,2,22,6,1,2,3,16,9,14,1,2,5/4/2016,1.1334253284008
695,1,2,9,11,3,2,7,2,99,3,1,1,2,1,1,4,1,1,67,1,6,7,2,4,22,8,2,5,5,16,19,10,4,2,5/9/2016,.909447214089225
696,4,4,9,6,1,2,6,2,99,3,1,1,1,1,1,1,1,6,26,5,2,6,2,4,22,6,2,4,3,19,22,15,3,2,5/1/2016,.988019975400817
697,9,1,9,11,1,1,6,1,4,1,2,2,2,2,1,2,1,2,74,1,6,4,1,3,15,4,2,3,5,6,14,1,2,2,5/7/2016,.859620660595482
698,1,2,9,11,3,2,7,2,99,1,1,2,2,2,1,3,1,1,40,1,1,3,2,1,22,6,1,3,5,16,1,14,2,2,5/8/2016,.981378117111978
699,1,2,9,11,1,2,10,1,13,1,2,1,2,2,2,3,1,1,67,1,6,1,1,1,16,4,1,6,2,13,1,1,4,3,5/1/2016,.963050755705207
700,9,2,9,11,1,2,4,2,99,1,2,2,2,2,2,3,1,2,62,6,6,6,1,1,12,3,2,3,2,5,2,4,2,2,5/11/2016,.850624359737713
701,2,1,9,11,1,3,9,1,6,1,2,2,2,2,2,3,1,2,65,1,2,1,2,1,15,8,1,1,5,14,2,10,1,3,5/6/2016,.747259070142528
702,2,2,9,9,1,2,3,2,99,1,2,2,2,2,1,2,1,6,38,2,1,3,1,1,22,2,1,3,5,16,4,5,2,1,4/30/2016,1.28880665874466
703,4,2,9,11,1,2,4,2,99,7,2,2,2,2,2,3,1,1,70,1,6,2,1,4,22,4,1,2,1,1,19,1,1,2,5/9/2016,.873586023314943
704,3,1,9,10,1,3,8,1,13,3,2,2,2,1,1,2,1,1,64,1,6,3,2,1,22,7,1,3,5,11,1,12,2,2,5/11/2016,1.04561923051881
705,1,3,2,11,1,2,6,1,5,1,2,2,2,2,2,4,1,1,68,1,6,7,2,4,2,8,2,2,3,11,19,10,1,2,5/1/2016,.844315982535426
706,3,2,9,11,1,2,3,2,99,6,2,2,2,2,2,4,1,99,51,1,4,8,2,4,16,7,2,4,4,11,24,12,3,1,5/11/2016,1.36786314971306
707,1,2,9,11,1,2,9,2,99,1,2,2,2,2,2,2,1,6,62,1,1,5,1,3,22,3,2,3,5,18,16,3,2,3,5/7/2016,.86909407181105
708,8,1,9,3,1,3,2,2,99,7,2,2,2,2,5,2,2, ,31,1,1,1,1,2,22,2,1,3,5,18,12,6,2,1,5/4/2016,1.33348160281911
709,2,1,9,11,3,3,9,1,4,1,2,2,2,2,2,4,2, ,55,1,4,3,2,6,21,7,1,3,4,11,35,12,2,3,5/7/2016,.775629201655931
710,2,1,9,11,3,1,7,1,4,1,2,2,2,2,3,4,1,2,24,7,1,3,2,2,99,5,1,2,5,16,8,17,1,2,5/6/2016,.983774996126472
711,9,2,9,5,1,2,1,1,1,5,2,2,2,2,3,3,1,1,44,7,4,9,1,2,21,2,2,6,5,6,7,6,4,1,4/30/2016,1.38022082419529
712,1,2,9,9,1,3,6,2,99,1,2,2,2,2,5,3,1,1,53,2,1,8,2,4,16,7,2,3,3,11,19,12,2,2,5/5/2016,.995322946582156
713,4,2,9,11,1,2,8,2,99,3,2,2,2,2,2,4,1,99,61,4,1,6,1,3,21,3,2,4,2,20,18,3,3,2,5/5/2016,1.10862807750213
714,8,3,3,5,3,3,6,2,99,7,2,2,2,2,5,4,2, ,25,7,5,3,2,1,1,6,1,5,6,13,6,15,4,2,5/10/2016,.90568243686135
715,8,2,9,11,1,2,6,2,99,3,2,1,2,1,3,4,2, ,69,1,6,7,2,1,23,8,2,6,1,1,6,10,4,2,5/11/2016,.818670586101736
716,1,2,9,11,1,2,7,1,7,3,2,2,2,1,1,2,1,1,68,1,6,3,2,1,16,8,1,5,4,4,1,10,4,2,5/2/2016,.955403971604269
717,1,1,9,11,1,1,11,2,99,1,2,2,2,2,3,3,1,1,67,2,6,1,1,3,16,4,1,2,2,18,13,1,1,3,4/29/2016,.886282042711241
718,9,1,9,11,1,4,9,2,99,5,2,2,2,2,2,3,1,7,60,2,5,2,1,4,2,3,1,3,3,18,23,3,2,3,4/30/2016,.55407844022708
719,9,1,9,10,1,2,3,2,99,7,2,1,2,2,5,3,1,9,42,7,1,1,2,1,22,6,1,1,5,17,5,14,1,1,5/8/2016,.900389215978673
720,9,2,9,11,1,2,8,2,99,5,2,1,2,2,3,2,1,99,26,1,1,3,1,4,16,2,1,6,5,16,24,5,4,2,5/3/2016,1.04849470076745
721,9,2,9,1,1,2,8,2,99,3,2,2,2,2,2,3,1,1,70,1,6,8,2,2,2,8,2,6,2,18,7,10,4,2,5/3/2016,.96610697744634
722,2,1,9,10,1,2,7,1,8,1,2,2,2,2,3,2,1,2,32,5,1,1,1,4,16,2,1,1,5,18,20,6,1,2,5/11/2016,.891007253432663
723,4,2,9,11,1,3,7,2,99,7,2,2,2,2,1,2,1,4,57,6,6,5,1,5,16,3,2,5,5,18,28,3,4,2,5/7/2016,1.15534645784613
724,2,2,9,11,1,2,6,1,7,7,2,2,2,2,1,2,1,2,57,5,4,8,2,5,2,7,2,6,2,1,26,13,4,2,5/3/2016,.943735236219224
725,2,1,9,6,4,4,11,1,4,1,2,2,2,2,5,3,2, ,64,9,4,1,1,4,21,3,1,4,1,18,24,3,3,3,5/9/2016,1.03349257180751
726,8,4,9,1,1,2,2,2,99,5,2,2,2,2,3,4,2, ,66,6,4,8,2,1,16,8,2,4,2,9,6,10,3,1,5/5/2016,1.06167602425693
727,4,2,9,11,3,2,8,1,7,1,1,2,2,1,3,4,1,6,48,1,4,7,2,1,16,6,2,4,2,18,4,15,3,2,5/7/2016,1.08800459612195
728,1,2,9,11,1,2,3,2,99,1,1,1,2,2,2,4,1,1,68,1,6,4,2,1,22,8,2,3,1,1,1,10,2,1,5/7/2016,1.07212144275717
729,2,2,9,11,1,4,2,2,99,7,2,2,2,2,2,4,1,2,74,1,2,3,2,6,22,8,1,3,5,16,31,10,2,1,5/1/2016,1.01369937180452
730,1,3,3,10,3,3,7,2,99,1,2,2,2,2,2,3,1,1,61,1,6,4,2,4,22,7,2,6,5,11,19,12,4,2,5/10/2016,1.10857204320166
731,2,1,9,11,2,1,10,1,4,1,2,2,2,2,1,3,1,2,53,2,1,1,1,4,1,3,1,1,3,16,20,2,1,3,5/4/2016,.895021192590465
732,2,1,9,11,1,3,6,2,99,5,2,2,2,2,1,3,1,2,61,2,2,2,2,6,12,7,1,3,3,11,31,12,2,2,5/3/2016,.988641318839588
733,6,1,9,11,3,3,8,1,18,1,2,2,2,2,2,4,1,2,33,6, ,1,2,6,2,6,1,6,5,16,31,14,4,2,5/6/2016,1.03347855779015
734,2,1,9,11,2,1,8,1,4,1,2,2,2,2,5,3,1,3,34,4,1,3,2,1,24,6,1,1,5,16,3,14,1,2,5/9/2016,.87411602593758
735,4,2,9,11,1,2,9,1,1,7,2,2,2,2,4,4,1,6,46,2,1,3,1,4,21,2,1,3,2,9,22,7,2,3,5/9/2016,.946796910756915
736,2,1,9,11,4,4,1,1,9,3,2,2,2,2,1,1,1,2,32,2,1,3,1,4,1,2,1,3,2,9,20,7,2,1,5/3/2016,1.18485835704931
737,4,2,9,11,1,2,6,2,99,1,1,2,2,2,2,3,1,6,62,1,4,5,1,3,22,3,2,4,3,6,16,3,3,2,4/30/2016,1.03093480813756
738,4,2,9,11,1,3,9,1,13,1,2,2,2,2,1,2,1,1,73,2,6,2,1,4,16,4,1,1,5,18,19,1,1,3,5/11/2016,.85107364968284
739,9,3,3,9,1,2,3,2,99,5,2,2,2,2,2,3,1,2,37,8,1,2,2,2,21,6,1,1,3,16,8,14,1,1,5/9/2016,1.19722590387723
740,9,2,9,3,3,4,2,2,99,7,2,2,2,2,1,2,2, ,31,4,1,6,1,1,16,2,2,4,2,8,6,7,3,1,5/8/2016,1.33510152392464
741,4,2,9,11,1,2,9,1,7,5,2,2,2,2,3,4,1,2,49,5,1,2,1,3,16,2,1,4,2,9,14,7,3,3,5/8/2016,1.17629380700774
742,1,3,3,9,1,3,7,1,7,7,2,2,2,2,5,3,1,1,33,2,1,3,2,1,24,6,1,3,4,16,1,14,2,2,4/29/2016,.981378117111978
743,4,2,9,11,3,2,10,1,18,7,2,2,2,2,4,2,1,1,56,1, ,8,1,4,99,3,2,6,2,5,19,4,4,3,4/30/2016,1.01600178518988
744,1,2,9,11,1,2,8,1,12,1,1,2,2,2,3,3,1,6,36,2,1,2,1,2,2,2,1,3,3,11,10,6,2,2,5/1/2016,.850215461299734
745,2,3,3,5,1,2,4,2,99,1,2,1,2,2,1,5,2, ,48,2,2,6,1,4,2,2,2,4,2,9,24,7,3,2,5/11/2016,1.1290720618861
746,5,1,9,11,1,1,4,2,99,1,1,2,2,2,3,4,1,4,68,1,6,3,2,5,22,8,1,3,3,9,28,10,2,2,5/1/2016,.877941986334498
747,8,4,9,1,3,4,3,2,99,1,2,2,2,2,3,4,2, ,50,2,1,6,1,4,12,3,2,4,2,8,24,4,3,1,5/7/2016,1.28680201245975
748,4,2,9,11,1,2,8,1,7,5,2,2,2,2,1,1,1,6,68,1,6,6,1,3,1,4,2,6,3,11,16,1,4,2,5/3/2016,.870080388102937
749,1,2,9,11,3,2,5,2,99,7,1,1,2,1,1,3,1,1,63,1,6,7,2,5,22,7,2,3,1,1,25,13,2,2,5/7/2016,1.06557275228957
750,2,4,9,1,3,1,4,1,6,1,2,2,2,2,2,3,2, ,39,8,1,7,1,1,24,2,2,2,5,16,6,5,1,2,5/11/2016,.920936187135087
751,2,1,9,11,1,3,11,1,9,1,2,2,2,2,1,2,1,2,66,1,6,4,1,6,12,4,2,2,2,9,31,1,1,3,5/9/2016,.845360371064864
752,8,4,9,1,1,3,1,2,99,1,2,2,2,2,4,4,2, ,40,2,1,2,1,2,2,2,1,4,5,16,12,5,3,1,4/29/2016,1.63357559962246
753,1,1,9,11,3,3,2,2,99,1,2,1,2,1,1,1,1,1,66,1,2,3,2,1,2,8,1,4,2,9,1,10,3,1,5/7/2016,1.23899588839759
754,2,1,9,11,2,1,10,1,4,1,2,2,2,2,3,3,1,2,45,2,4,2,1,3,21,2,1,1,2,18,14,6,1,3,5/7/2016,.956668724497083
755,1,1,9,11,3,4,6,2,99,1,2,2,2,2,3,3,1,1,25,4,1,2,2,1,21,6,1,2,3,11,1,15,1,2,5/5/2016,.98125371661608
756,3,3,3,11,1,3,10,1,6,1,2,2,2,2,1,2,1,1,46,2,1,3,2,2,24,6,1,3,4,11,7,15,2,3,5/9/2016,.93487498566125
757,8,4,9,1,1,3,2,2,99,1,2,2,2,2,5,3,2, ,44,2,1,6,1,4,22,2,2,4,1,5,24,7,3,1,5/5/2016,1.41116730706586
758,6,1,9,11,1,3,4,2,99,7,2,2,2,2,4,2,1,5,37,2,2,2,2,6,2,6,1,3,5,16,33,14,2,2,5/11/2016,1.19749035468382
759,8,3,3,6,3,4,2,2,99,7,1,1,1,1,3,3,1,1,43,2, ,8,2,1,22,6,2,4,2,9,1,16,3,1,5/1/2016,1.33034573483162
760,4,2,9,10,1,2,6,2,99,1,2,2,2,2,1,4,1,6,71,1,6,5,1,3,2,4,2,4,1,1,16,1,3,2,5/4/2016,.90278712588926
761,2,1,9,11,2,3,6,2,99,1,2,2,2,2,1,4,1,2,57,1,1,5,1,5,22,3,2,3,2,3,26,3,2,2,5/8/2016,.845591751943685
762,9,4,9,1,4,4,1,2,99,7,1,1,2,2,3,2,2, ,46,5,1,7,2,1,21,6,2,5,2,8,6,16,4,1,5/8/2016,1.0986533609605
763,2,3,2,11,1,2,9,1,4,4,1,1,2,2,3,3,1,2,56,2,1,8,1,4,1,3,2,1,5,18,20,3,1,3,5/9/2016,.897269091979962
764,9,1,9,8,1,2,1,2,99,7,2,2,2,2,1,2,1,9,68,1,6,2,2,1,24,8,1,6,2,20,5,10,4,1,5/8/2016,.847722164620955
765,9,1,9,8,1,1,7,2,99,7,2,2,2,2,2,3,1,2,48,4,1,1,1,3,21,2,1,1,5,16,14,5,1,2,5/4/2016,1.04094176841995
766,9,2,9,8,1,1,5,2,99,7,2,2,2,2,2,3,2, ,48,4,4,7,1,4,16,2,2,6,2,8,24,7,4,2,4/29/2016,1.08816733162248
767,2,3,3,11,1,1,11,1,4,5,1,1,2,2,3,4,1,2,52,2,2,2,2,1,22,7,1,3,5,16,2,11,2,3,5/2/2016,.879805289622855
768,2,1,9,9,1,1,4,2,99,7,2,2,2,2,1,1,1,2,37,4,3,4,1,1,22,2,2,5,5,17,2,5,4,2,5/5/2016,1.00109444694358
769,2,1,9,11,3,1,7,1,4,6,2,2,2,2,4,2,1,2,33,2,1,3,2,2,95,6,1,3,3,17,8,14,2,2,5/11/2016,.926385696282396
770,1,1,9,9,3,3,7,1,18,1,2,2,2,2,2,3,1,1,51,2,3,3,1,1,21,3,1,3,2,9,1,4,2,2,5/9/2016,.983654637074243
771,9,3,3,6,3,2,6,2,99,1,2,2,2,2,3,4,1,1,63,1,6,2,2,2,21,7,1,6,5,20,7,12,4,2,5/6/2016,1.17763754657452
772,3,1,9,11,4,4,7,3,99,4,1,2,2,2,3,2,1,2,36,2,1,2,2,1,22,6,1,3,5,20,2,15,2,2,4/30/2016,.820633171293206
773,8,1,9,6,2,3,6,1,7,1,1,2,2,2,2,2,2, ,35,1,2,6,1,3,21,2,2,4,2,9,18,7,3,2,4/29/2016,1.17994466930308
774,2,1,9,8,3,1,4,2,99,7,2,2,2,2,3,3,1,7,32,2,1,3,1,3,1,2,1,3,5,16,17,5,2,2,5/3/2016,.615554282907867
775,4,2,9,11,1,2,9,1,7,1,2,2,2,2,3,4,1,6,60,1,6,3,1,3,16,3,1,2,2,1,16,4,1,3,5/11/2016,.872174129585504
776,2,2,9,2,2,2,2,2,99,4,2,2,2,2,5,5,2, ,30,9,1,7,2,3,16,6,2,3,2,3,18,15,2,1,5/7/2016,1.12263113290494
777,2,1,9,11,1,1,8,1,4,7,2,2,2,2,5,4,1,2,29,4,1,3,2,5,22,6,1,5,5,16,26,14,4,2,4/29/2016,.911933907245438
778,1,1,9,9,3,2,8,1,9,1,2,2,2,2,2,3,1,1,68,1,6,6,1,5,1,4,2,4,1,1,25,1,3,2,5/4/2016,1.0761519988146
779,5,1,9,11,3,2,6,2,99,3,2,2,2,2,3,3,1,4,50,1,2,1,2,5,16,7,1,5,5,13,28,12,4,2,5/1/2016,1.19193383908176
780,2,3,3,6,1,1,7,1,17,1,2,2,2,2,2,2,1,2,75,4,6,6,1,6,21,4,2,3,1,1,31,1,2,2,5/4/2016,.839175891846845
781,1,1,9,11,1,3,6,1,5,1,2,2,2,2,1,4,1,1,66,1,6,3,2,3,23,8,1,2,3,18,13,10,1,2,5/1/2016,.879244815033465
782,4,2,9,11,3,2,7,1,6,6,2,2,2,2,4,4,1,6,56,5,1,6,1,2,21,3,2,4,2,20,10,3,3,2,5/10/2016,1.0156285075939
783,3,3,3,5,1,2,3,2,99,1,1,2,1,2,2,2,2, ,21,8,5,8,2,4,22,5,2,1,6,11,24,18,1,1,5/6/2016,1.36243827533243
784,2,1,9,10,2,2,7,1,9,1,1,1,2,1,3,3,1,2,42,2,4,3,2,3,1,6,1,4,5,16,14,14,3,2,5/10/2016,1.0984525321195
785,1,3,1,11,1,1,8,2,99,7,2,2,2,2,3,4,1,1,41,1,3,3,1,4,2,2,1,5,5,17,19,5,4,2,5/7/2016,1.10197142973141
786,7,3,1,11,3,3,5,2,99,3,2,1,2,1,4,3,1,1,35,2,1,3,2,4,22,6,1,4,1,14,19,15,3,2,5/3/2016,1.04392724808102
787,9,1,9,11,1,2,8,1,18,1,2,2,2,2,3,3,1,6,44,2,4,3,2,6,22,6,1,1,3,11,34,15,1,2,5/5/2016,.908988569219068
788,1,2,9,11,3,2,9,1,12,5,2,2,2,2,1,2,1,1,49,2,1,1,1,2,22,2,1,2,2,9,7,7,1,3,5/9/2016,1.09884511364001
789,7,1,9,11,4,1,7,1,4,1,2,2,2,2,5,2,1,9,22,4,5,7,2,4,12,5,2,3,6,11,23,18,2,2,5/8/2016,.653164160795419
790,1,3,3,11,3,3,9,1,12,3,2,1,2,1,1,2,1,1,72,6,6,3,1,4,22,4,1,2,1,18,19,1,1,3,5/10/2016,.85107364968284
791,8,2,9,11,1,2,11,1,4,1,2,2,2,2,1,1,1,2,64,2,6,6,1,4,12,3,2,4,2,5,20,4,3,3,5/11/2016,.973262894283963
792,5,1,9,10,3,3,10,1,14,1,2,2,2,2,2,1,1,4,28,2,1,1,1,5,95,2,1,3,5,17,28,5,2,3,5/9/2016,1.03638262740249
793,2,1,9,11,1,1,10,1,17,1,2,2,2,2,1,1,1,2,76,2,6,5,1,2,12,4,2,1,2,11,8,1,1,3,5/8/2016,.84398001091707
794,7,2,9,11,1,2,5,2,99,5,2,2,2,2,3,4,1,2,66,2,6,5,1,4,16,4,2,3,3,9,20,1,2,2,5/10/2016,.77998809791452
795,4,2,9,11,1,2,4,1,7,1,2,2,2,2,2,2,1,99,72,1,6,8,1,1,1,4,2,3,2,17,6,1,2,2,5/1/2016,.760518789396842
796,8,3,3,6,1,2,6,2,99,1,1,1,2,1,5,3,2, ,42,4,1,4,1,1,22,2,2,3,2,9,6,7,2,2,5/11/2016,.924339608712891
797,2,1,9,9,3,3,6,2,99,1,1,2,2,2,1,3,1,2,56,1,1,3,2,1,24,7,1,3,3,11,2,12,2,2,5/11/2016,.904208809643802
798,1,2,9,11,2,3,7,1,13,1,2,2,2,2,2,3,1,1,60,2,1,7,1,1,2,3,2,3,3,11,1,3,2,2,5/4/2016,1.0135230955154
799,1,2,9,8,1,3,8,1,18,7,2,2,2,2,5,2,2, ,34,2,1,2,2,6,22,6,1,1,5,16,35,14,1,2,5/6/2016,.77265018122814
800,4,2,9,11,4,2,9,2,99,1,2,2,2,2,2,3,1,1,70,9,6,3,2,2,21,8,1,3,3,11,7,10,2,3,4/29/2016,.845058512005037
801,1,3,1,11,1,2,9,1,7,5,2,2,2,2,3,4,1,1,68,4,6,2,2,3,22,8,1,6,4,11,13,10,4,3,5/11/2016,.922664412123337
802,7,1,9,8,3,1,8,1,4,7,2,2,2,2,2,2,1,2,20,8,5,4,1,2,95,1,2,3,6,11,8,9,2,2,5/4/2016,1.14678217516788
803,2,1,9,11,4,4,11,3,99,4,2,1,2,2,6,6,1,2,37,2,1,3,1,2,16,2,1,2,5,8,8,7,1,3,5/3/2016,1.02577893397123
