ID,Phone_Type,Voting_Intention,EUREF_Int,EUREF_SQUEEZE,EUREF_likely,Optimism,Immigration,political_attention,Newspaper_Often,Newspaper_Read,TV_News,SOAPS_Eastenders,SOAPS_CoronationStreet,SOAPS_Hollyoaks,SOAPS_Emmerdale,PhoneResponse_Landline,PhoneResponse_Mobile,voted2015,pastvote_2015,Age,house_tenure,work_stat,work_type,gender,GOR,supermarket,Age_Gender,socialgrade_single,education_age,education_ageR,Education_still,pvbyregion_w8,bpcagegeneduc_w8,socgrade_single_w8,threeway_attention_w8,respdate,W8
3152,1,4,2, ,11,1,3,8,2, ,1,2,2,2,2, ,2,2, ,47,1,2,4,1,1,6,2,1,16,1, ,6,7,1,2,5/10/2016,1.65341592404088
3201,1,2,3,2,11,1,3,5,2, ,4,2,2,2,2, ,4,2, ,28,6,1,5,1,1,2,2,2,16,1, ,6,7,2,2,5/9/2016,1.40532725846795
3202,2,4,3,3,9,1,2,5,2, ,4,1,2,1,1,5, ,2, ,40,1,1,6,1,1,1,2,2,16,1, ,6,7,2,2,5/11/2016,1.40532725846795
3208,1,4,2, ,11,1,2,6,2, ,2,2,1,2,1, ,4,2, ,49,5,1,4,2,1,5,6,1,16,1, ,6,16,1,2,5/11/2016,1.39636213011802
3271,1,1,1, ,8,1,3,8,1,9,1,2,1,2,1, ,2,2, ,50,5,1,7,1,1,7,3,2,16,1, ,6,4,2,2,5/11/2016,1.18956313366783
3272,1,4,2, ,9,1,2,4,2, ,2,2,1,2,1, ,4,2, ,48,2,4,7,2,1,7,6,2,16,1, ,6,16,2,2,5/11/2016,1.18684339228531
3339,1,1,3,1,9,1,2,8,2, ,1,2,2,2,2, ,4,2, ,69,1,6,2,2,1,7,8,1,16,1, ,6,10,1,2,5/6/2016,1.05366752594473
3568,1,3,1, ,11,2,1,11,1,4,1,2,2,2,2, ,3,2, ,76,5,6,3,1,1,6,4,1,16,1, ,6,1,1,3,5/5/2016,.664299159038007
3570,1,1,2, ,11,1,2,11,1,12,1,2,2,2,1, ,1,2, ,53,4,1,6,1,1,7,3,2,16,1, ,6,4,2,3,5/10/2016,.661250520887602
3353,1,1,3,1,8,1,2,8,2, ,1,2,2,2,2, ,3,1,1,60,1,2,7,1,2,3,3,2,16,1, ,7,4,2,2,5/10/2016,.987915922993218
3360,1,8,2, ,11,1,3,6,2, ,1,2,2,2,2, ,2,1,1,49,2,2,7,2,2,7,6,2,16,1, ,7,16,2,2,5/11/2016,.98565721494976
3366,1,1,3,1,9,1,3,6,2, ,1,2,1,2,2, ,2,1,1,55,2,1,2,2,2,7,7,1,16,1, ,7,13,1,2,5/10/2016,.969779998061995
3656,1,1,2, ,11,4,3,9,2, ,2,2,1,2,2, ,1,1,1,53,7,1,7,1,2,11,3,2,16,1, ,7,4,2,3,5/10/2016,.549159519308739
3657,2,1,3,3,11,3,2,11,1,12,1,1,1,2,2,1, ,1,1,61,2,2,7,1,2,11,3,2,16,1, ,7,4,2,3,5/4/2016,.549159519308739
3114,2,2,1, ,11,3,3,3,2, ,1,2,2,2,2,1, ,1,2,31,2,4,7,1,2,7,2,2,16,1, ,8,7,2,1,5/11/2016,1.98170932479441
3148,1,2,3,3,6,1,3,1,2, ,1,2,2,2,2, ,4,1,2,42,2,4,9,2,2,7,6,2,16,1, ,8,16,2,1,5/11/2016,1.67361630779615
3352,1,2,2, ,11,4,3,6,2, ,4,1,2,2,2, ,1,1,2,61,1,6,6,1,2,3,3,2,16,1, ,8,4,2,2,5/10/2016,.993839300469079
3438,1,2,2, ,11,1,2,6,2, ,5,2,2,2,2, ,4,1,2,77,1,6,6,1,2,10,4,2,16,1, ,8,1,2,2,5/9/2016,.848612053651881
3499,1,2,2, ,11,1,3,11,1,14,1,2,2,2,2, ,4,1,2,49,3,4,2,1,2,9,2,1,16,1, ,8,7,1,3,5/11/2016,.767872858432706
3592,1,8,2, ,11,1,3,10,1,5,1,2,2,2,2, ,1,1,2,60,1,1,4,1,2,3,3,1,16,1, ,8,4,1,3,5/10/2016,.649979026758137
3798,1,3,3,3,11,1,2,11,1,7,2,2,2,2,1, ,5,1,3,67,3,6,6,2,2,7,8,2,16,1, ,9,10,2,3,5/9/2016,.408544203297998
3347,2,4,2, ,9,1,3,7,2, ,1,1,1,2,2,3, ,1,6,48,3,4,4,2,2,7,6,1,16,1, ,10,16,1,2,5/11/2016,1.0199731424515
3420,1,4,2, ,11,1,2,7,2, ,2,2,2,2,2, ,1,1,6,60,3,3,6,1,2,2,3,2,16,1, ,10,4,2,2,5/10/2016,.868916752625681
3421,1,4,2, ,11,1,3,8,2, ,1,1,2,2,2, ,4,1,6,50,1,6,6,1,2,6,3,2,16,1, ,10,4,2,2,5/11/2016,.868916752625681
3842,1,8,3,3,9,1,3,6,2, ,4,1,2,2,2, ,4,1,9,49,5,2,7,2,2,5,6,2,16,1, ,11,16,2,2,5/11/2016,.359615632465494
3974,1,8,3,3,11,4,2,9,1,9,1,2,2,2,2, ,2,1,9,60,3,4,7,2,2,7,7,2,16,1, ,11,13,2,3,5/10/2016,.167170547341828
3040,1,4,3,3,6,1,2,1,2, ,6,2,2,2,2, ,1,2, ,41,3,1,8,1,2,10,2,2,16,1, ,12,7,2,1,5/11/2016,3.01140821686991
3100,1,8,3,3,11,4,3,1,2, ,2,2,2,2,2, ,1,2, ,50,4,2,7,2,2,7,7,2,16,1, ,12,13,2,1,5/10/2016,2.12680781989662
3103,1,8,2, ,11,1,2,4,2, ,2,2,2,2,2, ,2,2, ,25,3,3,4,1,2,7,2,1,16,1, ,12,7,1,2,5/11/2016,2.09913545661741
3343,2,1,1, ,11,3,3,8,1,7,1,2,2,2,2,2, ,1,1,48,2,1,6,1,3,2,2,2,16,1, ,13,7,2,2,5/5/2016,1.03704861960307
3409,1,1,2, ,11,1,2,6,1,7,3,2,2,2,1, ,4,1,1,70,1,6,2,1,3,5,4,1,16,1, ,13,1,1,2,5/5/2016,.881874570114175
3411,1,1,2, ,11,3,2,8,2, ,1,2,2,2,2, ,4,1,1,68,7,6,2,1,3,7,4,1,16,1, ,13,1,1,2,5/5/2016,.881874570114175
3414,1,1,3,2,8,1,2,8,2, ,1,2,1,2,1, ,4,1,1,58,1,1,6,1,3,2,3,2,16,1, ,13,4,2,2,5/7/2016,.877827422949009
3427,1,1,2, ,10,1,2,8,1,1,1,2,2,2,2, ,3,1,1,63,1,1,1,2,3,6,7,1,16,1, ,13,13,1,2,5/5/2016,.861712476449375
3428,1,1,2, ,11,1,2,7,1,1,2,1,1,2,2, ,3,1,1,59,1,1,4,2,3,6,7,1,16,1, ,13,13,1,2,5/5/2016,.861712476449375
3429,1,1,2, ,11,3,2,6,2, ,2,2,2,2,2, ,6,1,1,50,1,4,4,2,3,3,7,1,16,1, ,13,13,1,2,5/5/2016,.861712476449375
3430,1,1,3,2,11,1,3,5,2, ,2,1,1,2,1, ,3,1,1,54,1,1,2,2,3,2,7,1,16,1, ,13,13,1,2,5/5/2016,.861712476449375
3488,2,1,1, ,11,1,2,6,2, ,6,1,2,2,1,3, ,1,1,66,2,1,1,2,3,2,8,1,16,1, ,13,10,1,2,5/5/2016,.77754448063065
3489,1,1,3,1,11,1,2,7,2, ,1,2,2,2,2, ,4,1,1,65,1,1,2,2,3,1,8,1,16,1, ,13,10,1,2,5/5/2016,.77754448063065
3512,1,1,3,3,7,3,3,7,1,13,1,2,2,2,2, ,4,1,1,84,7,7,8,1,3,11,4,2,16,1, ,13,1,2,2,5/4/2016,.749552701114856
3513,1,4,2, ,11,2,2,6,1,12,1,2,1,2,2, ,3,1,1,76,4,6,7,1,3,2,4,2,16,1, ,13,1,2,2,5/5/2016,.749552701114856
3577,1,1,2, ,11,2,3,7,1,1,1,2,2,2,2, ,6,1,1,82,1,6,6,2,3,2,8,2,16,1, ,13,10,2,2,5/5/2016,.66087693810946
3701,1,1,2, ,10,3,2,9,1,12,2,2,2,2,2, ,3,1,1,80,1,6,1,1,3,7,4,1,16,1, ,13,1,1,3,5/5/2016,.49021359383214
3702,1,1,2, ,11,1,2,11,2, ,1,2,2,2,2, ,4,1,1,66,2,1,1,1,3,5,4,1,16,1, ,13,1,1,3,5/5/2016,.49021359383214
3714,1,4,2, ,11,1,2,10,1,7,2,2,2,2,2, ,3,1,1,58,4,1,3,2,3,7,7,1,16,1, ,13,13,1,3,5/9/2016,.479005954186377
3756,1,1,2, ,11,3,3,9,2, ,2,2,1,2,1, ,3,1,1,66,1,6,3,2,3,10,8,1,16,1, ,13,10,1,3,5/5/2016,.432218919936593
3757,1,1,2, ,11,1,3,11,1,7,1,2,2,2,2, ,3,1,1,73,1,6,3,2,3,11,8,1,16,1, ,13,10,1,3,5/5/2016,.432218919936593
3758,1,1,1, ,11,1,4,11,2, ,1,2,2,2,2, ,4,1,1,82,1,6,3,2,3,5,8,1,16,1, ,13,10,1,3,5/5/2016,.432218919936593
3761,1,4,2, ,11,1,3,11,1,7,4,2,1,2,2, ,4,1,1,77,1,6,2,2,3,1,8,1,16,1, ,13,10,1,3,5/5/2016,.432218919936593
3763,1,1,1, ,11,4,3,9,1,7,1,2,1,2,2, ,4,1,1,82,1,6,3,2,3,6,8,1,16,1, ,13,10,1,3,5/5/2016,.432218919936593
3764,1,1,2, ,11,1,2,9,1,1,1,2,1,2,2, ,3,1,1,67,1,6,3,2,3,5,8,1,16,1, ,13,10,1,3,5/5/2016,.432218919936593
3765,1,1,2, ,11,1,2,11,1,16,1,1,1,2,1, ,1,1,1,66,1,6,4,2,3,1,8,1,16,1, ,13,10,1,3,5/5/2016,.432218919936593
3769,1,1,3,2,11,1,4,9,1,7,1,1,2,2,2, ,3,1,1,70,1,6,2,2,3,1,8,1,16,1, ,13,10,1,3,5/5/2016,.432218919936593
3788,1,1,2, ,11,2,2,10,1,7,1,2,2,2,2, ,1,1,1,67,1,1,6,1,3,6,4,2,16,1, ,13,1,2,3,5/5/2016,.416658939754357
3791,2,8,3,3,11,1,3,9,1,13,1,2,2,2,2,1, ,1,1,68,1,6,8,1,3,5,4,2,16,1, ,13,1,2,3,5/5/2016,.416658939754357
3832,1,8,2, ,11,1,2,11,1,1,4,2,1,2,2, ,3,1,1,79,3,6,7,2,3,2,8,2,16,1, ,13,10,2,3,5/5/2016,.367366142408976
3446,1,2,1, ,9,3,3,6,1,12,1,2,2,2,2, ,1,1,2,88,1,6,2,1,3,1,4,1,16,1, ,14,1,1,2,5/5/2016,.831353315795865
3517,1,1,1, ,11,1,4,5,2, ,2,1,1,2,1, ,1,1,2,73,1,6,1,2,3,7,8,1,16,1, ,14,10,1,2,5/5/2016,.733000138633519
3733,1,2,1, ,11,1,1,11,1,5,1,2,2,2,2, ,4,1,2,86,4,6,1,1,3,7,4,1,16,1, ,14,1,1,3,5/5/2016,.462130001807165
3741,1,8,2, ,11,1,2,11,1,14,3,2,2,2,2, ,3,1,2,50,1,6,8,1,3,2,3,2,16,1, ,14,4,2,3,5/5/2016,.46000916944604
3799,1,2,2, ,11,1,2,11,1,13,2,2,2,2,1, ,4,1,2,67,1,1,2,2,3,5,8,1,16,1, ,14,10,1,3,5/5/2016,.407457754669661
3800,1,2,1, ,11,4,3,9,2, ,1,2,2,2,2, ,3,1,2,66,1,6,1,2,3,1,8,1,16,1, ,14,10,1,3,5/5/2016,.407457754669661
3126,1,4,2, ,9,2,3,6,2, ,2,2,1,2,2, ,3,1,6,45,1,1,4,1,3,8,2,1,16,1, ,16,7,1,2,5/7/2016,1.81991699838957
3222,1,4,2, ,11,1,2,6,1,7,1,2,2,2,2, ,5,1,6,80,2,6,2,1,3,5,4,1,16,1, ,16,1,1,2,5/5/2016,1.31539030684006
3358,1,2,2, ,11,1,3,8,1,9,1,2,2,2,2, ,5,1,6,76,3,6,7,2,3,5,8,2,16,1, ,16,10,2,2,5/5/2016,.985753697706437
3525,1,4,2, ,11,2,2,9,2, ,1,2,2,2,2, ,3,1,6,71,1,6,2,1,3,2,4,1,16,1, ,16,1,1,3,5/5/2016,.731194924380849
3615,1,4,3,2,11,1,2,11,1,7,3,2,2,2,2, ,4,1,6,66,1,6,6,1,3,2,4,2,16,1, ,16,1,2,3,5/7/2016,.621481953539244
3683,1,2,1, ,11,3,3,1,2, ,2,1,1,1,1, ,2,1,9,52,3,1,7,1,3,2,3,2,16,1, ,17,4,2,1,5/5/2016,.507730864076931
3899,1,4,2, ,11,1,2,6,1,9,1,2,2,2,2, ,1,1,9,50,5,1,6,1,3,2,3,2,16,1, ,17,4,2,2,5/5/2016,.300815182389585
3900,1,8,3,2,11,3,2,7,2, ,1,2,2,2,2, ,5,1,9,54,1,1,2,2,3,6,7,1,16,1, ,17,13,1,2,5/7/2016,.295292889005083
3914,1,8,3,1,11,1,3,6,1,7,1,2,2,2,2, ,4,1,9,83,1,6,3,2,3,5,8,1,16,1, ,17,10,1,2,5/5/2016,.266450077363908
3927,1,8,3,2,11,3,3,6,2, ,1,2,2,2,2, ,5,1,9,80,1,6,6,2,3,6,8,2,16,1, ,17,10,2,2,5/7/2016,.226470273629188
3976,1,8,2, ,11,1,4,11,1,13,6,2,1,2,2, ,3,1,9,60,4,6,1,2,3,5,7,1,16,1, ,17,13,1,3,5/5/2016,.164146459437554
3982,1,8,2, ,11,1,2,11,1,13,1,2,2,2,2, ,4,1,9,82,7,6,3,2,3,6,8,1,16,1, ,17,10,1,3,5/7/2016,.148113410260262
3983,1,8,3,3,11,1,2,9,1,1,1,2,1,2,2, ,4,1,9,82,1,6,3,2,3,7,8,1,16,1, ,17,10,1,3,5/5/2016,.148113410260262
3010,1,8,3,3,11,1,3,1,1,18,1,2,2,2,2, ,4,2, ,80,7,6,1,1,3,11,4,1,16,1, ,18,1,1,1,5/7/2016,3.77496100008491
3066,1,8,1, ,7,3,3,4,2, ,1,2,2,2,2, ,4,2, ,19,2,1,1,1,3,5,1,1,16,1, ,18,9,1,2,5/10/2016,2.5066998923762
3394,1,1,1, ,6,1,2,3,2, ,4,2,2,2,2, ,3,1,1,44,2,1,1,1,4,2,2,1,16,1, ,19,7,1,1,5/4/2016,.896508074580063
3505,2,1,2, ,6,1,2,3,2, ,2,2,2,2,1,4, ,1,1,25,2,1,6,1,4,7,2,2,16,1, ,19,7,2,1,5/5/2016,.761990504824019
3595,2,1,3,2,11,1,2,2,2, ,2,2,1,2,2,1, ,1,1,50,2,1,6,1,4,7,3,2,16,1, ,19,4,2,1,5/4/2016,.644999808608109
3597,2,7,1, ,11,1,3,3,2, ,6,2,2,2,2,1, ,1,1,57,2,1,6,1,4,11,3,2,16,1, ,19,4,2,1,5/5/2016,.644999808608109
3669,1,1,3,1,11,3,3,6,3, ,1,2,2,2,2, ,2,1,1,44,2,1,2,1,4,7,2,1,16,1, ,19,7,1,2,5/5/2016,.531153922381355
3743,2,1,3,1,6,1,2,4,1,12,2,2,2,2,2,2, ,1,1,48,2,1,6,1,4,5,2,2,16,1, ,19,7,2,2,5/4/2016,.451456330322747
3744,2,1,2, ,8,1,2,6,2, ,1,2,2,1,2,4, ,1,1,30,2,1,6,1,4,2,2,2,16,1, ,19,7,2,2,5/4/2016,.451456330322747
3745,2,1,2, ,9,1,2,4,2, ,1,1,2,2,1,3, ,1,1,30,1,1,6,1,4,7,2,2,16,1, ,19,7,2,2,5/4/2016,.451456330322747
3746,2,2,2, ,11,3,3,6,1,9,2,2,2,2,2,3, ,1,1,33,5,1,5,1,4,2,2,2,16,1, ,19,7,2,2,5/10/2016,.451456330322747
3748,2,1,1, ,11,3,2,8,1,16,4,2,2,2,1,4, ,1,1,45,2,1,5,1,4,7,2,2,16,1, ,19,7,2,2,5/4/2016,.451456330322747
3750,2,1,3,3,6,1,2,4,2, ,1,2,1,2,1,1, ,1,1,49,2,1,2,2,4,7,6,1,16,1, ,19,16,1,2,5/4/2016,.448576315065555
3751,1,1,3,1,11,4,3,6,2, ,1,2,2,2,2, ,3,1,1,47,2,1,2,2,4,7,6,1,16,1, ,19,16,1,2,5/4/2016,.448576315065555
3819,1,2,1, ,9,1,3,8,1,13,1,2,2,2,2, ,5,1,1,77,1,6,2,1,4,5,4,1,16,1, ,19,1,1,2,5/7/2016,.38390471739028
3821,2,1,3,1,11,3,2,6,2, ,2,2,1,2,2,2, ,1,1,46,2,1,6,2,4,7,6,2,16,1, ,19,16,2,2,5/5/2016,.381269173653577
3826,2,1,2, ,11,1,2,7,1,7,1,2,1,2,2,2, ,1,1,56,1,2,3,2,4,4,7,1,16,1, ,19,13,1,2,5/5/2016,.375127592918509
3856,1,8,2, ,11,4,4,8,1,5,1,2,2,2,2, ,5,1,1,83,1,6,1,2,4,7,8,1,16,1, ,19,10,1,2,5/6/2016,.338486905293385
3857,1,8,2, ,11,1,2,4,2, ,1,2,2,2,2, ,6,1,1,85,1,6,1,2,4,5,8,1,16,1, ,19,10,1,2,5/6/2016,.338486905293385
3859,1,1,2, ,11,3,3,8,1,13,1,1,2,2,2, ,4,1,1,74,1,6,2,2,4,5,8,1,16,1, ,19,10,1,2,5/8/2016,.338486905293385
3861,1,8,1, ,11,2,3,7,1,12,2,2,1,2,2, ,4,1,1,69,3,6,4,2,4,2,8,1,16,1, ,19,10,1,2,5/9/2016,.338486905293385
3862,1,8,2, ,11,1,3,6,1,18,1,2,2,2,2, ,2,1,1,68,1,2,3,2,4,5,8,1,16,1, ,19,10,1,2,4/29/2016,.338486905293385
3879,1,8,2, ,11,1,3,6,2, ,1,1,2,2,1, ,4,1,1,69,1,6,7,1,4,11,4,2,16,1, ,19,1,2,2,5/7/2016,.32630129912167
3883,1,8,3,3,9,1,4,6,2, ,1,2,2,2,2, ,3,1,1,56,1,2,7,2,4,7,7,2,16,1, ,19,13,2,2,5/9/2016,.318841148235376
3901,1,1,1, ,10,3,3,11,1,7,4,2,2,2,2, ,3,1,1,39,2,1,2,1,4,7,2,1,16,1, ,19,7,1,3,5/10/2016,.295256130511724
3906,1,1,1, ,9,1,3,6,2, ,1,1,1,2,1, ,2,1,1,77,1,6,9,2,4,7,8,2,16,1, ,19,10,2,2,5/4/2016,.287698254097312
3921,2,1,2, ,9,3,2,9,1,14,1,2,2,2,2,3, ,1,1,25,2,1,6,1,4,7,2,2,16,1, ,19,7,2,3,5/4/2016,.250954089896402
3943,1,1,2, ,11,1,2,9,1,1,1,2,2,2,1, ,4,1,1,64,1,6,6,1,4,3,3,2,16,1, ,19,4,2,3,5/7/2016,.21242435296485
3944,1,8,2, ,11,1,2,9,1,12,1,2,1,2,1, ,6,1,1,62,1,4,3,2,4,11,7,1,16,1, ,19,13,1,3,5/6/2016,.208524717348833
3980,1,1,2, ,11,1,3,9,2, ,1,2,2,2,2, ,3,1,1,70,1,6,7,2,4,2,8,2,16,1, ,19,10,2,3,5/9/2016,.159924778261852
3169,1,8,1, ,8,1,3,2,2, ,1,2,2,2,2, ,4,1,2,54,1,1,7,1,4,5,3,2,16,1, ,20,4,2,1,5/5/2016,1.53310707764538
3232,1,2,1, ,11,1,3,3,2, ,1,2,2,2,2, ,2,1,2,75,1,6,5,1,4,1,4,2,16,1, ,20,1,2,1,5/7/2016,1.30907798173691
3329,2,2,3,2,9,1,3,7,1,11,4,2,2,2,2,3, ,1,2,27,6,1,7,1,4,2,2,2,16,1, ,20,7,2,2,5/10/2016,1.0730714738648
3330,2,4,2, ,11,1,2,6,1,12,1,2,2,2,2,1, ,1,2,45,2,1,6,1,4,6,2,2,16,1, ,20,7,2,2,5/9/2016,1.0730714738648
3382,1,2,2, ,11,3,3,6,1,17,1,2,2,2,2, ,4,1,2,72,4,6,1,1,4,5,4,1,16,1, ,20,1,1,2,5/6/2016,.91250730855657
3384,1,2,2, ,11,1,2,7,1,9,1,2,1,2,1, ,4,1,2,51,1,1,7,1,4,1,3,2,16,1, ,20,4,2,2,5/7/2016,.908319579947342
3471,1,2,1, ,11,1,4,7,1,17,2,1,2,2,2, ,6,1,2,81,1,6,4,2,4,2,8,1,16,1, ,20,10,1,2,5/6/2016,.804553215783772
3495,1,2,2, ,11,1,2,6,1,9,2,2,1,2,1, ,4,1,2,81,1,6,6,1,4,7,4,2,16,1, ,20,1,2,2,5/7/2016,.775589115612066
3545,2,2,2, ,11,1,2,9,1,13,1,2,2,2,2,4, ,1,2,33,2,1,4,1,4,7,2,1,16,1, ,20,7,1,3,5/10/2016,.701797515851267
3546,1,2,1, ,11,1,1,10,1,18,1,2,2,2,2, ,3,1,2,45,5,1,2,1,4,7,2,1,16,1, ,20,7,1,3,5/4/2016,.701797515851267
3628,1,2,1, ,11,3,1,9,1,5,1,2,2,2,2, ,4,1,2,50,1,1,2,1,4,1,3,1,16,1, ,20,4,1,3,5/5/2016,.594048430446329
3696,1,2,3,3,11,1,3,9,2, ,1,2,2,2,2, ,5,1,2,57,1,6,3,2,4,1,7,1,16,1, ,20,13,1,3,5/7/2016,.495644674254064
3752,1,8,3,3,7,3,3,9,1,17,1,2,1,2,1, ,5,1,2,73,4,6,3,2,4,2,8,1,16,1, ,20,10,1,3,5/6/2016,.44723244858677
3778,1,2,3,1,11,1,4,11,2, ,3,2,2,2,2, ,5,1,2,73,5,6,6,1,4,1,4,2,16,1, ,20,1,2,3,5/7/2016,.431131977932029
3783,1,8,2, ,11,1,3,11,1,18,1,2,2,2,2, ,4,1,2,51,7,7,8,2,4,1,7,2,16,1, ,20,13,2,3,5/6/2016,.421275107561189
3466,1,2,2, ,11,1,2,7,1,16,2,2,2,2,2, ,4,1,3,72,1,6,6,2,4,6,8,2,16,1, ,21,10,2,2,5/6/2016,.814003605071091
3380,1,7,2, ,11,1,2,1,2, ,1,2,2,2,2, ,4,1,6,74,1,6,4,2,4,7,8,1,16,1, ,22,10,1,1,5/4/2016,.925432985035846
3523,2,2,2, ,8,3,3,6,2, ,2,2,2,2,2,5, ,1,6,30,5,1,7,1,4,2,2,2,16,1, ,22,7,2,2,5/9/2016,.731282258523165
3524,2,8,2, ,11,1,2,6,2, ,1,2,2,2,2,3, ,1,6,35,2,1,6,1,4,1,2,2,16,1, ,22,7,2,2,5/10/2016,.731282258523165
3529,2,4,2, ,9,1,2,6,2, ,2,2,2,2,2,2, ,1,6,47,2,2,2,2,4,2,6,1,16,1, ,22,16,1,2,5/4/2016,.726617124997725
