ID,Phone_Type,Voting_Intention,EUREF_Int,EUREF_SQUEEZE,EUREF_likely,Optimism,Immigration,political_attention,Newspaper_Often,Newspaper_Read,TV_News,SOAPS_Eastenders,SOAPS_CoronationStreet,SOAPS_Hollyoaks,SOAPS_Emmerdale,PhoneResponse_Landline,PhoneResponse_Mobile,voted2015,pastvote_2015,Age,house_tenure,work_stat,work_type,gender,GOR,supermarket,Age_Gender,socialgrade_single,education_age,education_ageR,Education_still,pvbyregion_w8,bpcagegeneduc_w8,socgrade_single_w8,threeway_attention_w8,respdate,W8
3737,1,2,1, ,11,1,1,10,1,14,1,2,2,2,2, ,4,1,2,78,1,6,1,1,3,5,4,1,22,3, ,14,1,1,3,5/5/2016,.462130001807165
3738,1,2,1, ,11,3,1,10,1,5,1,2,2,2,2, ,3,1,2,84,1,6,1,1,3,5,4,1,22,3, ,14,1,1,3,5/7/2016,.462130001807165
3001,2,7,4, ,4,1,3,5,2, ,1,2,1,2,1,5, ,2, ,22,5,5,7,1,3,7,1,2,22,3,1,18,8,2,2,5/4/2016,6.45976589354595
3266,2,8,1, ,9,4,3,6,2, ,4,2,2,2,2,4, ,1,1,30,2,1,3,1,4,7,2,1,22,3, ,19,5,1,2,5/10/2016,1.19556737419259
3051,2,2,2, ,11,3,3,4,2, ,1,2,2,2,2,3, ,1,2,45,2,1,4,1,4,9,2,1,22,3, ,20,5,1,2,5/9/2016,2.84175712723385
3058,1,2,1, ,11,1,2,4,2, ,4,2,2,2,2, ,4,1,2,46,2,1,1,2,4,2,6,1,22,3, ,20,14,1,2,5/4/2016,2.62722980390024
3686,1,2,2, ,11,2,3,9,1,14,1,2,1,2,1, ,4,1,2,67,1,6,1,1,4,6,4,1,22,3, ,20,1,1,3,5/7/2016,.50724162175092
3019,2,3,1, ,9,2,3,8,1,13,1,2,2,2,2,3, ,1,3,44,2,1,1,1,4,6,2,1,22,3, ,21,5,1,2,5/9/2016,3.38269745762507
3158,1,4,2, ,8,1,2,8,2, ,1,2,2,2,2, ,1,1,6,54,1,1,2,1,4,7,3,1,22,3, ,22,2,1,2,4/29/2016,1.61117122247366
3351,2,4,2, ,11,1,3,9,2, ,1,2,2,2,2,1, ,1,6,45,1,1,2,2,4,5,6,1,22,3, ,22,14,1,3,4/29/2016,.995251819891138
3611,2,8,3,3,8,1,3,7,2, ,1,1,1,1,1,2, ,1,9,40,2,2,1,2,4,5,6,1,22,3, ,23,14,1,2,5/9/2016,.621656356364677
3639,2,3,3,1,7,4,3,5,1,4,1,2,2,2,2,2, ,1,7,27,5,1,6,1,4,6,2,2,22,3, ,23,5,2,2,5/9/2016,.571524205319229
3102,2,2,3,1,8,3,2,5,1,14,1,2,2,2,2,4, ,2, ,22,2,5,7,1,4,7,1,2,22,3,1,24,8,2,2,5/4/2016,2.12622844391043
3593,1,8,4, ,11,3,2,8,2, ,1,2,2,2,2, ,4,2, ,77,7,6,3,2,4,2,8,1,22,3, ,24,10,1,2,5/6/2016,.649068039451367
3551,2,1,2, ,11,1,3,9,1,7,1,2,2,1,2,2, ,1,1,29,5,1,4,1,6,1,2,1,22,3, ,30,5,1,3,5/9/2016,.687331053652177
3280,1,2,3,1,11,1,3,8,1,1,2,2,2,2,2, ,3,1,2,36,2,2,1,2,6,2,6,1,22,3, ,31,14,1,2,4/30/2016,1.15817705823638
3550,1,2,1, ,10,1,1,9,1,14,1,2,1,2,2, ,2,1,2,42,2,1,1,1,6,6,2,1,22,3, ,31,5,1,3,5/10/2016,.696373738139246
3350,1,5,3,1,9,1,3,9,2, ,1,2,2,2,2, ,3,1,5,39,2,1,1,1,6,7,2,1,22,3, ,33,5,1,3,5/8/2016,.995649368346002
3369,1,5,1, ,11,1,3,9,1,18,1,2,2,2,2, ,3,1,5,24,2,1,1,2,6,1,5,1,22,3, ,33,17,1,3,5/8/2016,.96118665322719
3474,2,2,3,3,9,1,2,5,2, ,1,2,2,2,2,2, ,2, ,41,1,1,2,1,6,1,2,1,22,3, ,35,5,1,2,5/10/2016,.802007950710333
3475,1,7,2, ,11,1,2,6,2, ,2,2,2,2,2, ,2,2, ,37,2,1,1,1,6,2,2,1,22,3, ,35,5,1,2,5/10/2016,.802007950710333
3604,1,8,3,3,1,1,3,8,1,7,1,2,2,2,2, ,3,2, ,36,1,4,6,2,6,2,6,2,22,3, ,35,14,2,2,5/3/2016,.630209770699616
3985,1,6,1, ,11,1,3,11,2, ,3,2,2,2,2, ,2,2, ,68,1,6,1,1,6,1,4,1,22,3, ,35,1,1,3,5/5/2016,.143155025345684
3015,1,2,2, ,11,1,2,7,1,2,1,2,1,2,2, ,3,1,1,46,1,1,1,1,1,2,2,1,23,3, ,1,5,1,2,5/10/2016,3.48907270992546
3023,2,1,3,3,11,2,3,6,2, ,1,2,2,2,2,5, ,1,1,34,2,2,3,2,1,10,6,1,23,3, ,1,14,1,2,5/11/2016,3.22567883217164
3082,1,2,1, ,9,1,3,8,1,4,1,2,2,2,2, ,2,1,2,42,2,2,7,1,1,2,2,2,23,3, ,2,5,2,2,5/11/2016,2.31481505002747
3164,2,2,1, ,11,1,3,8,2, ,4,2,2,2,2,2, ,1,2,51,5,1,7,2,1,6,7,2,23,3, ,2,11,2,2,5/11/2016,1.58592706877629
3255,2,2,1, ,11,1,3,9,1,17,1,2,2,2,2,1, ,1,2,23,5,5,7,2,1,7,5,2,23,3,1,2,17,2,3,5/5/2016,1.24221319275176
3090,2,1,1, ,11,1,2,9,2, ,1,2,2,2,2,3, ,1,3,63,1,1,4,1,1,11,3,1,23,3, ,3,2,1,3,5/10/2016,2.19897258524306
3142,1,2,1, ,9,3,3,9,1,14,1,2,2,2,2, ,2,2, ,53,2,3,1,1,1,5,3,1,23,3, ,6,2,1,3,5/11/2016,1.72112597916198
3569,1,3,1, ,10,2,1,10,2, ,4,2,2,2,2, ,2,2, ,75,1,6,2,1,1,9,4,1,23,3, ,6,1,1,3,5/9/2016,.664299159038007
3180,1,2,1, ,8,1,2,9,1,13,1,2,2,2,2, ,4,1,2,42,2,2,7,1,2,2,2,2,23,3, ,8,5,2,3,5/10/2016,1.46905593945055
3319,2,1,2, ,9,3,3,6,1,18,6,2,2,2,2,5, ,1,1,25,2,2,1,2,4,6,6,1,23,3, ,19,14,1,2,5/9/2016,1.10531269824138
3053,2,2,1, ,11,2,1,8,1,4,1,2,2,2,2,5, ,1,2,27,5,1,1,1,4,7,2,1,23,3, ,20,5,1,2,5/9/2016,2.84175712723385
3398,1,4,2, ,11,1,2,9,1,7,2,2,2,2,1, ,1,1,6,64,6,6,4,1,4,1,3,1,23,3, ,22,2,1,3,5/7/2016,.895612666487793
3033,2,2,2, ,9,3,2,1,2, ,1,2,2,1,2,2, ,2, ,19,2,5,7,2,4,7,5,2,23,3, ,24,17,2,1,5/10/2016,3.1750669210061
3084,2,1,3,2,6,3,3,8,2, ,1,2,2,2,2,2, ,2, ,47,5,1,4,1,4,7,2,1,23,3, ,24,5,1,2,5/4/2016,2.29256895750988
3807,1,1,1, ,11,3,3,9,1,13,1,2,2,2,2, ,2,1,1,76,1,6,6,1,5,9,4,2,23,3, ,25,1,2,3,5/5/2016,.403969089489499
3191,1,3,1, ,10,2,1,8,1,13,1,2,2,2,2, ,3,1,3,26,2,1,1,1,5,5,2,1,23,3, ,27,5,1,2,5/5/2016,1.43478208691378
3093,2,5,3,3,11,4,3,6,2, ,6,2,2,2,2,5, ,1,4,36,2,4,4,2,5,2,6,1,23,3, ,28,14,1,2,5/10/2016,2.17486178385988
3094,1,5,3,1,11,1,3,8,2, ,1,2,2,2,2, ,1,1,4,41,2,3,1,2,5,7,6,1,23,3, ,28,14,1,2,5/6/2016,2.17486178385988
3396,1,5,1, ,11,1,3,9,1,5,1,2,2,2,2, ,4,1,4,62,1,6,1,2,5,5,7,1,23,3, ,28,11,1,3,5/6/2016,.895913339600297
3535,1,4,2, ,11,1,2,9,1,13,4,2,2,2,2, ,4,1,6,55,1,4,8,2,5,8,7,2,23,3, ,29,11,2,3,5/5/2016,.711710462842705
3603,2,8,1, ,11,3,2,9,2, ,1,2,2,2,2,2, ,1,1,32,2,1,4,2,6,2,6,1,23,3, ,30,14,1,3,5/9/2016,.635443687989931
3632,1,1,1, ,6,3,3,9,2, ,1,2,1,2,1, ,1,1,1,43,2,1,6,1,6,6,2,2,23,3, ,30,5,2,3,5/5/2016,.584199686989963
3933,1,4,2, ,11,1,2,9,1,7,2,2,2,2,2, ,4,1,1,71,1,6,1,1,6,7,4,1,23,3, ,30,1,1,3,5/9/2016,.220706619803926
3437,1,4,2, ,11,1,2,6,2, ,1,2,1,2,2, ,4,1,6,43,2,1,1,2,6,2,6,1,23,3, ,34,14,1,2,5/9/2016,.850494773282159
3476,2,1,1, ,9,1,3,5,2, ,1,2,2,2,2,2, ,2, ,32,1,1,1,1,6,2,2,1,23,3, ,35,5,1,2,5/9/2016,.802007950710333
3543,1,8,3,1,11,3,3,7,2, ,1,2,2,2,2, ,3,1,9,62,2,2,4,2,1,6,7,1,24,3, ,5,11,1,2,5/9/2016,.705668432380946
3966,1,7,3,1,8,1,3,9,2, ,6,2,2,2,2, ,2,1,9,70,6,1,3,1,1,6,4,1,24,3, ,5,1,1,3,5/9/2016,.183849181215261
3011,2,3,1, ,11,3,3,8,2, ,1,2,2,2,2,2, ,2, ,40,2,3,4,1,1,3,2,1,24,3, ,6,5,1,2,5/11/2016,3.72165214537284
3012,1,2,2, ,11,2,1,1,2, ,1,2,2,2,2, ,3,1,2,51,3,1,7,1,2,10,3,2,24,3, ,8,2,2,1,5/10/2016,3.71100864515436
3104,1,1,1, ,11,3,2,6,2, ,4,2,2,2,2, ,4,1,3,52,2,3,1,2,2,7,7,1,24,3, ,9,11,1,2,5/10/2016,2.09249421069519
3285,2,1,1, ,9,3,3,6,2, ,2,1,1,1,1,1, ,1,1,24,2,2,1,2,4,2,5,1,24,3, ,19,17,1,2,5/4/2016,1.15418483619069
3317,2,1,1, ,11,1,3,6,1,14,1,2,1,2,2,3, ,1,1,40,2,4,4,2,4,6,6,1,24,3, ,19,14,1,2,5/7/2016,1.10531269824138
3057,2,2,1, ,11,1,3,8,1,12,2,2,2,2,2,2, ,1,2,24,5,2,7,1,4,7,1,2,24,3,1,20,8,2,2,5/10/2016,2.63556950591039
3070,2,2,1, ,9,2,3,6,1,13,1,1,1,2,2,1, ,1,2,34,5,1,7,1,4,2,2,2,24,3, ,20,5,2,2,5/9/2016,2.41536245948758
3286,1,7,1, ,11,2,1,2,2, ,1,2,2,2,2, ,1,2, ,32,5,1,6,1,6,7,2,2,24,3, ,35,5,2,1,5/9/2016,1.1505562088194
3991,1,8,2, ,11,4,4,9,1,18,2,2,2,2,2, ,4,1,9,68,7,6,1,2,6,3,8,1,24,3, ,35,10,1,3,5/3/2016,.12621908330758
3270,1,2,1, ,11,3,3,9,1,5,1,1,2,2,2, ,4,1,2,42,2,2,6,2,1,1,6,2,25,3, ,2,14,2,3,5/10/2016,1.18961363277228
3061,1,4,2, ,11,3,2,6,2, ,4,2,2,2,2, ,3,1,6,48,2,1,2,2,1,3,6,1,25,3, ,4,14,1,2,5/10/2016,2.6007550536903
3690,1,4,2, ,10,3,4,10,2, ,1,2,2,2,2, ,3,1,6,78,1,6,1,1,1,9,4,1,25,3, ,4,1,1,3,5/9/2016,.502130117910638
3195,1,1,1, ,11,4,3,11,1,13,1,2,2,2,2, ,3,1,1,58,1,1,2,1,2,6,3,1,25,3, ,7,2,1,3,5/11/2016,1.42937160052088
3067,1,2,1, ,10,1,3,7,2, ,1,2,2,2,2, ,3,1,2,37,7,7,8,2,2,7,6,2,25,3, ,8,14,2,2,5/10/2016,2.44326687402635
3263,2,2,1, ,11,2,3,9,1,18,1,1,1,1,1,3, ,1,2,63,1,6,1,1,3,7,3,1,25,3, ,14,2,1,3,5/5/2016,1.19732795238264
3439,2,8,2, ,10,3,3,6,2, ,1,2,2,2,2,5, ,1,1,51,2,1,5,1,4,7,3,2,25,3, ,19,2,2,2,5/6/2016,.845410738989778
3620,1,2,1, ,9,3,3,9,1,14,1,2,2,2,2, ,3,1,1,40,2,2,1,2,4,9,6,1,25,3, ,19,14,1,3,5/4/2016,.614417660374371
3627,1,3,1, ,11,3,3,11,1,17,1,2,1,2,2, ,1,1,3,86,1,6,1,1,4,5,4,1,25,3, ,21,1,1,3,5/9/2016,.603797181629186
3085,2,2,1, ,9,3,3,6,2, ,1,2,2,2,2,4, ,2, ,29,2,1,1,1,4,7,2,1,25,3, ,24,5,1,2,5/4/2016,2.29256895750988
3281,1,5,1, ,11,1,2,6,1,12,1,1,1,2,1, ,1,1,2,39,1,1,1,2,6,1,6,1,25,3, ,31,14,1,2,5/10/2016,1.15817705823638
3555,2,2,1, ,8,3,1,7,2, ,1,2,2,2,2,3, ,2, ,28,1,1,8,1,6,3,2,2,25,3, ,35,5,2,2,5/9/2016,.681669759104961
3754,2,7,2, ,7,3,1,9,1,13,1,2,2,2,2,4, ,2, ,33,5,1,1,1,6,3,2,1,25,3, ,35,5,1,3,5/9/2016,.445817594840909
3113,2,7,2, ,11,1,2,7,2, ,4,2,2,2,2,5, ,1,6,58,5,1,6,1,1,7,3,2,26,3, ,4,2,2,2,5/4/2016,1.98921649535918
3634,1,6,1, ,10,3,3,10,1,5,3,2,2,2,2, ,2,1,7,37,5,1,3,1,1,6,2,1,26,3, ,5,5,1,3,5/5/2016,.572548533206829
3077,1,1,2, ,11,1,3,6,1,18,6,2,2,2,2, ,1,1,1,47,1,1,8,1,3,7,2,2,26,3, ,13,5,2,2,5/9/2016,2.33427909087095
3054,2,2,1, ,9,1,3,8,2, ,1,2,2,2,2,2, ,1,2,31,2,1,2,1,4,7,2,1,26,3, ,20,5,1,2,5/9/2016,2.84175712723385
3291,1,5,1, ,11,4,3,8,1,13,1,1,2,2,2, ,3,1,3,26,2,5,8,2,5,2,6,2,26,3,1,27,14,2,2,5/5/2016,1.12743731430218
3542,2,8,1, ,11,3,3,8,1,14,1,2,2,2,2,2, ,1,9,50,1,2,1,2,1,9,7,1,27,3, ,5,11,1,2,5/11/2016,.705668432380946
3528,1,3,1, ,11,3,1,10,1,14,1,2,2,2,2, ,5,1,3,76,1,6,1,1,3,6,4,1,27,3, ,15,1,1,3,5/7/2016,.727699087355238
3264,1,1,3,1,6,2,2,4,2, ,2,2,2,2,2, ,2,1,1,46,2,1,1,1,4,7,2,1,27,3, ,19,5,1,2,5/4/2016,1.19556737419259
3644,2,2,1, ,11,1,3,11,1,5,1,2,2,2,2,4, ,1,1,28,7,5,9,1,4,7,2,2,28,3,1,19,5,2,3,5/9/2016,.564869258529011
3720,1,1,1, ,11,4,3,9,1,14,1,2,1,2,1, ,5,1,1,59,1,1,2,2,6,7,7,1,28,3, ,30,11,1,3,5/6/2016,.470904542971836
3252,2,2,1, ,11,3,3,7,2, ,1,2,2,2,2,5, ,1,2,33,5,1,1,1,6,2,2,1,28,3, ,31,5,1,2,5/9/2016,1.25274839108324
3069,1,2,1, ,11,3,3,8,2, ,1,2,2,2,2, ,6,1,2,29,1,5,9,1,4,6,2,2,29,3,1,20,5,2,2,5/9/2016,2.41536245948758
3283,1,1,3,3,11,2,3,8,2, ,5,2,2,2,2, ,4,1,2,43,2,1,1,2,6,6,6,1,29,3, ,31,14,1,2,5/9/2016,1.15817705823638
3016,2,1,3,1,11,2,3,5,2, ,4,2,2,2,2,2, ,1,1,49,2,1,1,1,1,9,2,1,30,3, ,1,5,1,2,5/11/2016,3.48907270992546
3413,1,2,1, ,11,1,1,8,1,4,3,2,2,2,2, ,3,1,2,83,1,6,1,2,2,11,8,1,30,3, ,8,10,1,2,5/10/2016,.880303169519968
3497,1,8,3,3,11,3,3,6,1,14,3,2,2,2,2, ,2,1,9,52,2,1,1,2,2,9,7,1,30,3, ,11,11,1,2,5/11/2016,.772587787040758
3361,1,3,2, ,11,1,3,6,2, ,5,2,1,2,2, ,4,1,3,50,2,1,1,2,5,4,7,1,30,3, ,27,11,1,2,5/5/2016,.982998511870264
3262,1,5,1, ,11,1,3,10,1,18,5,2,1,2,1, ,2,1,4,49,2,2,3,2,5,7,6,1,30,3, ,28,14,1,3,5/5/2016,1.20895515902686
3176,1,6,2, ,11,3,1,7,2, ,1,2,2,2,2, ,3,1,7,50,2,1,1,2,5,5,7,1,30,3, ,29,11,1,2,5/6/2016,1.50636239518873
3234,1,5,1, ,11,2,3,11,1,14,1,2,2,2,2, ,1,1,4,47,2,1,1,1,5,7,2,1,31,3, ,28,5,1,3,5/9/2016,1.30767279458024
3282,1,8,3,2,6,1,3,4,2, ,1,2,2,2,1, ,4,1,2,37,2,1,1,2,6,1,6,1,33,3, ,31,14,1,2,4/29/2016,1.15817705823638
3129,1,1,2, ,11,1,2,9,2, ,1,2,2,2,2, ,3,1,1,42,2,2,3,2,1,3,6,1,34,3, ,1,14,1,3,5/11/2016,1.79307995315297
3089,2,2,1, ,11,2,3,8,1,4,1,2,2,2,2,4, ,1,2,34,5,5,8,2,4,7,6,2,34,3,1,20,14,2,2,5/9/2016,2.23302413143393
3868,1,8,2, ,11,1,2,8,1,13,1,2,1,2,1, ,3,1,1,84,1,6,1,2,4,7,8,1,35,3, ,19,10,1,2,5/6/2016,.338486905293385
3691,1,4,2, ,11,3,2,11,1,5,4,2,2,2,2, ,4,1,6,76,1,6,2,1,1,10,4,1,36,3, ,4,1,1,3,5/4/2016,.502130117910638
3739,1,8,1, ,6,1,3,6,2, ,1,1,2,2,2, ,2,1,9,50,2,1,1,2,4,7,7,1,36,3, ,23,11,1,2,5/4/2016,.460687245640064
3417,1,7,2, ,11,1,2,9,2, ,4,2,2,2,2, ,3,2, ,58,5,1,1,2,4,2,7,1,37,3, ,24,11,1,3,5/9/2016,.873107769460528
3432,1,2,1, ,11,1,3,8,1,5,1,2,1,2,1, ,4,1,2,57,2,2,2,2,6,6,7,1,38,3, ,31,11,1,2,5/6/2016,.858283508983269
3961,1,1,2, ,10,1,3,10,1,7,1,2,2,2,2, ,4,1,1,69,1,6,1,2,4,2,8,1,39,3, ,19,10,1,3,5/6/2016,.188157010001441
3736,2,3,2, ,11,1,2,11,2, ,1,2,2,2,2,2, ,1,2,67,2,6,1,1,3,7,4,1,43,3, ,14,1,1,3,5/5/2016,.462130001807165
3333,1,7,3,2,1,2,2,9,2, ,1,2,2,2,2, ,2,2, ,62,1,1,3,1,4,7,3,1,43,3, ,24,2,1,3,5/7/2016,1.06022804863598
3450,1,2,1, ,11,2,3,6,1,13,1,2,2,2,2, ,3,1,2,84,1,6,1,1,3,1,4,1,45,3, ,14,1,1,2,5/7/2016,.831353315795865
3917,1,2,2, ,11,1,3,9,2, ,1,2,2,2,2, ,4,1,9,56,1,6,4,2,4,1,7,1,45,3, ,23,11,1,3,5/7/2016,.256085341352577
3060,2,7,4, ,1,1,3,10,1,4,6,2,2,2,2,3, ,2, ,46,5,5,2,1,2,5,2,1,46,3,1,12,5,1,3,5/11/2016,2.62647128700964
3215,1,3,3,2,11,1,3,8,1,16,1,2,2,2,2, ,5,1,3,84,1,6,1,2,1,7,8,1,50,3, ,3,10,1,2,5/5/2016,1.34620360831546
3395,1,6,3,1,11,1,1,9,1,4,6,2,2,2,2, ,3,1,4,53,1,1,1,2,5,3,7,1,53,3,1,28,11,1,3,5/5/2016,.895913339600297
3197,1,1,2, ,11,2,3,9,2, ,1,2,2,2,2, ,2,1,1,57,2,1,2,1,2,5,3,1,57,3, ,7,2,1,3,5/10/2016,1.42937160052088
3964,1,1,2, ,11,1,4,11,1,1,1,2,2,2,2, ,4,1,1,86,4,6,3,2,4,7,8,1,60,3, ,19,10,1,3,5/9/2016,.188157010001441
3580,1,4,2, ,11,4,2,8,1,7,1,2,2,2,2, ,1,1,1,84,1,6,7,2,3,1,8,2,65,3, ,13,10,2,2,5/5/2016,.66087693810946
